"sales_key","date_key","customer_key","movie_key","store_key","sales_amount"
18655,20070320,480,123,2,4.99
18656,20070322,480,505,2,2.99
18657,20070323,480,869,1,4.99
18658,20070302,481,976,2,0.99
18659,20070302,481,546,2,2.99
18660,20070317,481,398,2,4.99
18661,20070317,481,857,2,4.99
18662,20070317,481,293,2,2.99
18663,20070319,481,856,2,4.99
18664,20070320,481,286,1,2.99
18665,20070320,481,10,1,4.99
18666,20070320,481,491,2,1.99
18667,20070321,481,342,1,4.99
18668,20070321,481,574,1,0.99
18669,20070301,482,861,2,4.99
18670,20070301,482,628,2,2.99
18671,20070316,482,109,1,6.99
18672,20070319,482,500,2,4.99
18673,20070321,482,422,2,4.99
18674,20070321,482,416,2,0.99
18675,20070322,482,65,2,6.99
18676,20070322,482,908,2,4.99
18677,20070322,482,855,2,0.99
18678,20070323,482,889,1,5.99
18679,20070323,482,442,1,2.99
18680,20070323,482,53,1,3.99
18681,20070301,483,948,2,0.99
18682,20070302,483,330,1,6.99
18683,20070318,483,997,1,3.99
18684,20070318,483,99,1,2.99
18685,20070319,483,373,1,2.99
18686,20070317,484,661,1,4.99
18687,20070317,484,524,2,0.99
18688,20070318,484,676,2,4.99
18689,20070319,484,918,2,7.99
18690,20070319,484,90,2,0.99
18691,20070320,484,822,2,3.99
18692,20070323,484,895,2,2.99
18693,20070323,484,103,1,4.99
18694,20070301,485,282,1,4.99
18695,20070301,485,26,2,6.99
18696,20070302,485,302,1,3.99
18697,20070317,485,110,1,4.99
18698,20070317,485,351,2,2.99
18699,20070318,485,888,1,8.99
18700,20070318,485,560,1,0.99
18701,20070319,485,783,1,2.99
18702,20070302,486,845,2,4.99
18703,20070318,486,377,2,0.99
18704,20070318,486,505,2,2.99
18705,20070319,486,231,1,4.99
18706,20070320,486,242,1,0.99
18707,20070321,486,28,1,4.99
18708,20070321,486,138,1,4.99
18709,20070301,487,847,2,2.99
18710,20070301,487,83,2,6.99
18711,20070301,487,892,1,6.99
18712,20070301,487,734,1,5.99
18713,20070302,487,350,1,9.99
18714,20070317,487,708,1,5.99
18715,20070317,487,664,1,5.99
18716,20070318,487,665,1,7.99
18717,20070319,487,611,2,4.99
18718,20070320,487,838,2,7.99
18719,20070323,487,760,2,2.99
18720,20070301,488,979,2,5.99
18721,20070301,488,630,2,0.99
18722,20070317,488,366,2,3.99
18723,20070318,488,392,1,5.99
18724,20070319,488,708,2,4.99
18725,20070322,488,640,2,5.99
18726,20070322,488,717,2,0.99
18727,20070322,488,259,1,2.99
18728,20070323,488,137,2,2.99
18729,20070302,489,938,1,9.99
18730,20070317,489,922,2,4.99
18731,20070318,489,100,2,6.99
18732,20070318,489,508,2,6.99
18733,20070319,489,845,2,4.99
18734,20070320,489,340,1,5.99
18735,20070321,489,702,1,2.99
18736,20070321,489,556,2,6.99
18737,20070322,489,722,1,0.99
18738,20070323,489,628,2,4.99
18739,20070301,490,10,2,7.99
18740,20070302,490,134,2,7.99
18741,20070317,490,43,2,2.99
18742,20070321,490,107,2,4.99
18743,20070321,490,583,1,6.99
18744,20070322,490,987,2,2.99
18745,20070322,490,638,1,2.99
18746,20070302,491,151,1,6.99
18747,20070302,491,45,2,4.99
18748,20070317,491,786,2,0.99
18749,20070317,491,396,2,4.99
18750,20070320,491,590,2,2.99
18751,20070321,491,696,2,0.99
18752,20070323,491,81,1,5.99
18753,20070319,492,767,2,4.99
18754,20070321,492,687,1,2.99
18755,20070323,492,787,1,0.99
18756,20070323,492,905,1,4.99
18757,20070301,493,764,1,6.99
18758,20070301,493,918,2,7.99
18759,20070320,493,716,2,2.99
18760,20070320,493,77,2,6.99
18761,20070320,493,124,2,4.99
18762,20070322,493,183,2,4.99
18763,20070322,493,762,2,0.99
18764,20070323,493,856,1,6.99
18765,20070323,493,349,1,2.99
18766,20070301,494,429,2,0.99
18767,20070301,494,967,2,2.99
18768,20070302,494,849,2,3.99
18769,20070317,494,323,2,5.99
18770,20070319,494,697,2,0.99
18771,20070319,494,489,1,3.99
18772,20070321,494,109,1,5.99
18773,20070322,494,397,1,4.99
18774,20070322,494,59,1,6.99
18775,20070322,494,260,2,9.99
18776,20070322,494,320,1,4.99
18777,20070301,495,843,2,5.99
18778,20070301,495,266,1,4.99
18779,20070318,495,319,1,5.99
18780,20070319,495,496,1,0.99
18781,20070319,495,574,1,3.99
18782,20070319,495,356,1,2.99
18783,20070320,495,284,1,4.99
18784,20070323,495,437,2,2.99
18785,20070302,496,745,1,7.99
18786,20070302,496,263,2,4.99
18787,20070317,496,504,1,3.99
18788,20070318,496,300,1,4.99
18789,20070320,496,420,2,5.99
18790,20070320,496,859,1,6.99
18791,20070321,496,304,2,7.99
18792,20070321,496,196,1,0.99
18793,20070323,496,977,2,2.99
18794,20070301,497,289,1,7.99
18795,20070317,497,79,2,0.99
18796,20070319,497,500,2,4.99
18797,20070319,497,772,1,2.99
18798,20070321,497,467,1,0.99
18799,20070322,497,229,1,5.99
18800,20070323,497,194,1,0.99
18801,20070323,497,379,2,0.99
18802,20070301,498,688,2,0.99
18803,20070302,498,436,1,6.99
18804,20070319,498,37,1,2.99
18805,20070301,499,862,2,0.99
18806,20070301,499,235,2,2.99
18807,20070316,499,977,2,7.99
18808,20070317,499,899,1,0.99
18809,20070317,499,957,1,4.99
18810,20070317,499,590,2,8.99
18811,20070318,499,640,2,7.99
18812,20070318,499,823,1,3.99
18813,20070318,499,677,2,1.99
18814,20070319,499,207,1,4.99
18815,20070320,499,175,2,3.99
18816,20070322,499,80,1,3.99
18817,20070323,499,551,2,7.99
18818,20070302,500,551,2,6.99
18819,20070302,500,249,2,1.99
18820,20070318,500,122,1,2.99
18821,20070318,500,723,2,2.99
18822,20070320,500,226,1,4.99
18823,20070321,500,525,1,0.99
18824,20070322,500,500,2,4.99
18825,20070323,500,772,1,2.99
18826,20070323,500,50,2,2.99
18827,20070301,501,672,1,4.99
18828,20070302,501,231,2,4.99
18829,20070317,501,374,2,1.99
18830,20070317,501,8,2,6.99
18831,20070319,501,961,1,4.99
18832,20070320,501,963,2,0.99
18833,20070322,501,392,2,4.99
18834,20070323,501,902,1,5.99
18835,20070301,502,326,2,4.99
18836,20070302,502,855,2,0.99
18837,20070302,502,446,1,4.99
18838,20070302,502,147,2,0.99
18839,20070302,502,412,1,4.99
18840,20070302,502,355,2,0.99
18841,20070317,502,833,1,0.99
18842,20070318,502,853,1,4.99
18843,20070319,502,666,1,9.99
18844,20070321,502,460,2,4.99
18845,20070323,502,363,2,3.99
18846,20070323,502,142,1,3.99
18847,20070302,503,664,2,2.99
18848,20070302,503,730,2,1.99
18849,20070317,503,763,2,4.99
18850,20070318,503,735,1,2.99
18851,20070318,503,246,2,4.99
18852,20070319,503,690,2,2.99
18853,20070320,503,234,1,2.99
18854,20070321,503,149,1,0.99
18855,20070322,503,789,1,2.99
18856,20070322,503,408,2,4.99
18857,20070322,503,690,1,2.99
18858,20070323,503,393,1,3.99
18859,20070323,503,403,1,4.99
18860,20070323,503,201,1,2.99
18861,20070323,503,111,2,0.99
18862,20070301,504,906,2,0.99
18863,20070301,504,19,1,3.99
18864,20070316,504,569,1,2.99
18865,20070318,504,206,1,1.99
18866,20070319,504,958,1,2.99
18867,20070319,504,542,2,2.99
18868,20070319,504,24,1,2.99
18869,20070320,504,957,1,5.99
18870,20070322,504,86,2,4.99
18871,20070322,504,334,2,6.99
18872,20070323,504,854,2,8.99
18873,20070323,504,643,2,4.99
18874,20070301,505,494,1,2.99
18875,20070302,505,418,1,0.99
18876,20070317,505,857,1,2.99
18877,20070320,505,147,2,3.99
18878,20070321,505,78,2,2.99
18879,20070321,505,154,2,2.99
18880,20070322,505,334,1,4.99
18881,20070301,506,53,1,2.99
18882,20070301,506,37,1,4.99
18883,20070302,506,594,1,0.99
18884,20070317,506,403,2,4.99
18885,20070319,506,834,2,0.99
18886,20070319,506,188,1,2.99
18887,20070320,506,601,1,0.99
18888,20070320,506,287,2,1.99
18889,20070321,506,772,2,2.99
18890,20070321,506,137,2,6.99
18891,20070322,506,56,1,5.99
18892,20070323,506,618,2,1.99
18893,20070323,506,662,2,9.99
18894,20070317,507,409,1,6.99
18895,20070318,507,322,2,4.99
18896,20070318,507,99,2,4.99
18897,20070321,507,584,1,4.99
18898,20070322,507,757,2,2.99
18899,20070301,508,69,1,8.99
18900,20070302,508,254,2,2.99
18901,20070302,508,846,1,6.99
18902,20070319,508,115,1,6.99
18903,20070319,508,22,1,2.99
18904,20070322,508,37,2,6.99
18905,20070322,508,241,1,4.99
18906,20070302,509,255,2,5.99
18907,20070317,509,759,2,6.99
18908,20070317,509,311,2,4.99
18909,20070320,509,661,1,4.99
18910,20070322,509,350,2,5.99
18911,20070323,509,756,2,2.99
18912,20070301,510,734,1,7.99
18913,20070317,510,596,2,4.99
18914,20070318,510,18,2,0.99
18915,20070318,510,952,1,2.99
18916,20070322,510,103,1,4.99
18917,20070301,511,235,1,2.99
18918,20070301,511,850,2,2.99
18919,20070317,511,654,2,6.99
18920,20070319,511,553,2,4.99
18921,20070321,511,84,1,4.99
18922,20070321,511,284,2,6.99
18923,20070322,511,515,2,4.99
18924,20070301,512,127,2,4.99
18925,20070301,512,34,2,3.99
18926,20070317,512,48,1,9.99
18927,20070319,512,480,1,8.99
18928,20070319,512,167,2,4.99
18929,20070320,512,493,2,0.99
18930,20070321,512,127,2,4.99
18931,20070322,512,468,2,2.99
18932,20070322,512,234,1,2.99
18933,20070322,512,382,2,3.99
18934,20070322,512,505,2,3.99
18935,20070323,512,911,2,4.99
18936,20070323,512,710,1,4.99
18937,20070302,513,833,2,2.99
18938,20070302,513,447,1,2.99
18939,20070302,513,753,2,3.99
18940,20070317,513,758,2,3.99
18941,20070318,513,8,2,5.99
18942,20070318,513,99,1,2.99
18943,20070318,513,504,2,4.99
18944,20070320,513,106,1,5.99
18945,20070320,513,814,1,4.99
18946,20070322,513,30,1,7.99
18947,20070322,513,854,2,4.99
18948,20070322,513,75,2,4.99
18949,20070322,513,229,2,6.99
18950,20070323,513,184,2,5.99
18951,20070317,514,292,2,1.99
18952,20070317,514,438,1,4.99
18953,20070318,514,133,2,4.99
18954,20070318,514,167,1,4.99
18955,20070318,514,206,2,0.99
18956,20070318,514,786,1,2.99
18957,20070319,514,960,2,3.99
18958,20070320,514,850,2,0.99
18959,20070321,514,746,1,1.99
18960,20070322,514,51,2,2.99
18961,20070323,514,9,1,5.99
18962,20070301,515,746,2,0.99
18963,20070302,515,169,2,3.99
18964,20070317,515,768,2,4.99
18965,20070317,515,555,2,3.99
18966,20070317,515,643,2,6.99
18967,20070318,515,828,2,2.99
18968,20070318,515,655,2,8.99
18969,20070319,515,956,1,5.99
18970,20070320,515,521,1,4.99
18971,20070321,515,176,2,3.99
18972,20070321,515,382,1,0.99
18973,20070322,515,771,1,4.99
18974,20070317,516,457,2,0.99
18975,20070317,516,727,2,1.99
18976,20070318,516,646,2,1.99
18977,20070319,516,135,2,8.99
18978,20070322,516,488,2,0.99
18979,20070323,516,635,2,0.99
18980,20070323,516,646,1,0.99
18981,20070301,517,666,2,4.99
18982,20070301,517,330,1,4.99
18983,20070317,517,930,2,3.99
18984,20070318,517,509,2,0.99
18985,20070319,517,906,2,0.99
18986,20070321,517,914,2,4.99
18987,20070323,517,385,1,5.99
18988,20070301,518,716,2,5.99
18989,20070302,518,1,1,3.99
18990,20070318,518,754,2,2.99
18991,20070318,518,345,1,2.99
18992,20070319,518,411,1,4.99
18993,20070320,518,683,1,6.99
18994,20070320,518,263,2,6.99
18995,20070321,518,739,2,4.99
18996,20070322,518,593,2,0.99
18997,20070322,518,956,1,4.99
18998,20070301,519,684,2,4.99
18999,20070318,519,775,1,7.99
19000,20070319,519,833,2,2.99
19001,20070320,519,720,2,7.99
19002,20070321,519,528,1,2.99
19003,20070322,519,823,2,2.99
19004,20070301,520,706,2,4.99
19005,20070316,520,875,2,0.99
19006,20070318,520,638,2,4.99
19007,20070318,520,705,1,5.99
19008,20070318,520,72,1,5.99
19009,20070319,520,850,1,0.99
19010,20070319,520,380,2,2.99
19011,20070320,520,789,1,2.99
19012,20070320,520,818,2,5.99
19013,20070321,520,426,2,4.99
19014,20070321,520,118,1,0.99
19015,20070322,520,79,2,0.99
19016,20070323,520,286,2,2.99
19017,20070323,520,95,2,7.99
19018,20070301,521,658,2,2.99
19019,20070317,521,155,2,2.99
19020,20070317,521,254,2,3.99
19021,20070317,521,753,2,4.99
19022,20070318,521,234,2,4.99
19023,20070320,521,967,1,2.99
19024,20070321,521,630,2,0.99
19025,20070321,521,110,1,3.99
19026,20070321,521,730,1,5.99
19027,20070322,521,460,1,4.99
19028,20070322,521,414,1,2.99
19029,20070301,522,424,1,3.99
19030,20070301,522,141,1,7.99
19031,20070301,522,438,2,5.99
19032,20070317,522,835,2,2.99
19033,20070317,522,812,2,1.99
19034,20070318,522,842,1,6.99
19035,20070320,522,972,1,6.99
19036,20070321,522,328,2,2.99
19037,20070323,522,50,1,6.99
19038,20070301,523,17,1,1.99
19039,20070317,523,673,2,4.99
19040,20070318,523,962,1,2.99
19041,20070319,523,357,2,2.99
19042,20070321,523,167,2,4.99
19043,20070322,523,705,1,2.99
19044,20070320,524,130,1,2.99
19045,20070320,524,512,1,4.99
19046,20070321,524,471,1,2.99
19047,20070321,524,873,2,2.99
19048,20070321,524,976,2,1.99
19049,20070322,524,851,2,6.99
19050,20070301,525,91,1,2.99
19051,20070302,525,550,1,2.99
19052,20070317,525,890,1,1.99
19053,20070322,525,949,1,0.99
19054,20070323,525,658,2,3.99
19055,20070302,526,456,2,4.99
19056,20070316,526,327,2,10.99
19057,20070317,526,83,1,2.99
19058,20070317,526,724,1,4.99
19059,20070318,526,461,2,0.99
19060,20070319,526,678,1,8.99
19061,20070320,526,966,2,0.99
19062,20070320,526,884,2,8.99
19063,20070321,526,564,2,6.99
19064,20070321,526,578,1,7.99
19065,20070322,526,707,1,2.99
19066,20070322,526,631,2,4.99
19067,20070323,526,846,1,9.99
19068,20070301,527,536,1,3.99
19069,20070301,527,949,2,0.99
19070,20070302,527,656,2,5.99
19071,20070302,527,474,2,2.99
19072,20070317,527,132,1,0.99
19073,20070317,527,859,2,7.99
19074,20070318,527,6,2,6.99
19075,20070321,527,271,2,6.99
19076,20070322,527,121,2,2.99
19077,20070323,527,948,1,3.99
19078,20070301,528,600,1,0.99
19079,20070301,528,99,2,2.99
19080,20070318,528,675,1,3.99
19081,20070320,528,78,1,2.99
19082,20070320,528,95,2,7.99
19083,20070321,528,351,1,2.99
19084,20070323,528,556,2,6.99
19085,20070301,529,71,2,10.99
19086,20070317,529,572,1,2.99
19087,20070318,529,110,1,2.99
19088,20070318,529,62,2,3.99
19089,20070319,529,435,1,4.99
19090,20070319,529,380,1,3.99
19091,20070320,529,626,2,2.99
19092,20070320,529,778,2,9.99
19093,20070321,529,141,2,4.99
19094,20070321,529,281,2,0.99
19095,20070322,529,117,2,5.99
19096,20070322,529,146,1,2.99
19097,20070301,530,735,1,4.99
19098,20070302,530,382,2,0.99
19099,20070318,530,219,1,4.99
19100,20070318,530,788,1,2.99
19101,20070318,530,703,2,4.99
19102,20070320,530,858,2,5.99
19103,20070321,530,641,1,5.99
19104,20070322,530,595,2,0.99
19105,20070302,531,682,1,4.99
19106,20070302,531,461,2,5.99
19107,20070302,531,777,1,4.99
19108,20070302,531,846,2,10.99
19109,20070317,531,56,1,2.99
19110,20070319,531,305,1,2.99
19111,20070319,531,184,2,8.99
19112,20070322,531,424,2,0.99
19113,20070301,532,111,2,6.99
19114,20070301,532,265,1,5.99
19115,20070302,532,806,1,5.99
19116,20070302,532,471,2,2.99
19117,20070302,532,521,1,4.99
19118,20070317,532,30,1,3.99
19119,20070318,532,361,1,5.99
19120,20070319,532,481,2,4.99
19121,20070319,532,215,2,8.99
19122,20070319,532,748,1,4.99
19123,20070320,532,800,1,4.99
19124,20070322,532,52,2,0.99
19125,20070322,532,157,2,1.99
19126,20070323,532,730,2,5.99
19127,20070301,533,481,2,2.99
19128,20070301,533,51,2,6.99
19129,20070316,533,71,2,7.99
19130,20070317,533,2,2,8.99
19131,20070317,533,468,2,2.99
19132,20070318,533,436,1,0.99
19133,20070318,533,189,2,6.99
19134,20070321,533,570,2,7.99
19135,20070321,533,777,1,4.99
19136,20070323,533,54,2,0.99
19137,20070301,534,958,1,5.99
19138,20070301,534,980,1,6.99
19139,20070301,534,458,1,0.99
19140,20070302,534,793,1,5.99
19141,20070318,534,975,2,2.99
19142,20070318,534,819,1,5.99
19143,20070318,534,922,2,4.99
19144,20070319,534,34,2,0.99
19145,20070321,534,890,2,1.99
19146,20070301,535,338,2,5.99
19147,20070301,535,317,1,3.99
19148,20070317,535,917,1,8.99
19149,20070317,535,236,2,7.99
19150,20070317,535,626,2,2.99
19151,20070318,535,39,1,0.99
19152,20070318,535,914,2,4.99
19153,20070318,535,728,1,0.99
19154,20070318,535,813,2,1.99
19155,20070320,535,227,2,4.99
19156,20070320,535,17,2,0.99
19157,20070321,535,456,1,4.99
19158,20070322,535,421,2,5.99
19159,20070322,535,69,2,6.99
19160,20070323,535,143,2,0.99
19161,20070302,536,135,1,6.99
19162,20070317,536,399,2,2.99
19163,20070317,536,334,2,4.99
19164,20070317,536,20,1,8.99
19165,20070320,536,203,2,4.99
19166,20070322,536,518,2,7.99
19167,20070323,536,971,1,8.99
19168,20070323,536,816,1,0.99
19169,20070319,537,915,2,4.99
19170,20070320,537,702,1,4.99
19171,20070320,537,207,1,4.99
19172,20070321,537,981,2,0.99
19173,20070321,537,942,1,0.99
19174,20070322,537,672,2,2.99
19175,20070323,537,321,1,8.99
19176,20070301,538,863,1,3.99
19177,20070301,538,617,1,5.99
19178,20070302,538,426,2,4.99
19179,20070317,538,141,1,5.99
19180,20070320,538,11,2,1.99
19181,20070320,538,222,2,4.99
19182,20070321,538,306,1,2.99
19183,20070321,538,747,2,0.99
19184,20070322,538,568,2,6.99
19185,20070302,539,987,1,3.99
19186,20070319,539,621,2,2.99
19187,20070320,539,406,2,2.99
19188,20070320,539,521,1,5.99
19189,20070322,539,984,1,2.99
19190,20070302,540,129,1,8.99
19191,20070302,540,638,2,3.99
19192,20070302,540,637,2,4.99
19193,20070302,540,214,2,6.99
19194,20070317,540,532,2,8.99
19195,20070318,540,804,2,4.99
19196,20070318,540,706,2,6.99
19197,20070322,540,281,1,0.99
19198,20070322,540,993,2,2.99
19199,20070323,540,815,1,3.99
19200,20070301,541,619,2,5.99
19201,20070302,541,743,1,0.99
19202,20070318,541,843,2,4.99
19203,20070318,541,439,1,4.99
19204,20070319,541,1000,2,7.99
19205,20070319,541,725,2,4.99
19206,20070320,541,751,2,0.99
19207,20070322,541,90,2,6.99
19208,20070322,541,91,2,4.99
19209,20070322,541,51,1,3.99
19210,20070322,541,489,1,1.99
19211,20070322,541,1,1,0.99
19212,20070323,541,247,1,1.99
19213,20070301,542,319,2,4.99
19214,20070317,542,26,2,0.99
19215,20070317,542,266,2,2.99
19216,20070318,542,247,2,0.99
19217,20070319,542,64,2,0.99
19218,20070322,542,506,2,9.99
19219,20070301,543,525,1,0.99
19220,20070301,543,961,1,4.99
19221,20070302,543,798,2,9.99
19222,20070317,543,280,1,2.99
19223,20070319,543,423,2,0.99
19224,20070322,543,870,1,1.99
19225,20070323,543,382,1,1.99
19226,20070301,544,885,1,0.99
19227,20070302,544,391,1,3.99
19228,20070317,544,657,2,2.99
19229,20070318,544,374,1,3.99
19230,20070321,544,323,2,4.99
19231,20070321,544,865,1,4.99
19232,20070321,544,879,2,8.99
19233,20070322,544,274,1,2.99
19234,20070322,544,729,2,6.99
19235,20070323,544,692,2,4.99
19236,20070302,545,720,1,2.99
19237,20070317,545,136,1,2.99
19238,20070317,545,117,1,4.99
19239,20070318,545,912,1,2.99
19240,20070318,545,21,2,10.99
19241,20070318,545,57,2,2.99
19242,20070320,545,147,1,4.99
19243,20070323,545,262,2,0.99
19244,20070323,545,272,1,4.99
19245,20070301,546,949,2,0.99
19246,20070302,546,606,1,5.99
19247,20070317,546,253,1,4.99
19248,20070318,546,158,2,2.99
19249,20070320,546,665,1,5.99
19250,20070321,546,251,1,4.99
19251,20070322,546,788,2,2.99
19252,20070322,546,913,1,3.99
19253,20070323,546,15,1,4.99
19254,20070302,547,592,1,2.99
19255,20070302,547,31,2,4.99
19256,20070302,547,294,2,5.99
19257,20070302,547,249,2,0.99
19258,20070318,547,663,2,0.99
19259,20070319,547,857,1,2.99
19260,20070319,547,484,2,2.99
19261,20070321,547,408,1,9.99
19262,20070322,547,648,2,4.99
19263,20070301,548,196,1,0.99
19264,20070319,548,170,1,5.99
19265,20070320,548,147,2,3.99
19266,20070320,548,294,1,7.99
19267,20070321,548,981,1,0.99
19268,20070321,548,604,2,6.99
19269,20070301,549,233,2,0.99
19270,20070317,549,897,1,4.99
19271,20070317,549,57,1,2.99
19272,20070318,549,232,1,2.99
19273,20070318,549,888,1,4.99
19274,20070321,549,452,2,0.99
19275,20070302,550,782,2,2.99
19276,20070302,550,738,1,0.99
19277,20070317,550,145,2,4.99
19278,20070317,550,252,2,2.99
19279,20070317,550,785,1,4.99
19280,20070319,550,946,2,10.99
19281,20070320,550,541,2,2.99
19282,20070321,550,989,1,4.99
19283,20070321,550,551,1,6.99
19284,20070321,550,69,1,4.99
19285,20070322,550,715,2,9.99
19286,20070323,550,613,1,0.99
19287,20070323,550,231,1,4.99
19288,20070302,551,233,2,0.99
19289,20070317,551,49,2,2.99
19290,20070318,551,444,1,4.99
19291,20070319,551,882,1,0.99
19292,20070319,551,773,2,3.99
19293,20070321,551,547,2,0.99
19294,20070321,551,268,2,4.99
19295,20070321,551,462,2,2.99
19296,20070322,551,428,1,2.99
19297,20070322,551,746,2,4.99
19298,20070322,551,101,2,6.99
19299,20070302,552,545,2,1.99
19300,20070302,552,941,2,4.99
19301,20070302,552,665,2,7.99
19302,20070318,552,385,2,4.99
19303,20070319,552,743,2,2.99
19304,20070320,552,520,1,2.99
19305,20070320,552,206,2,0.99
19306,20070321,552,778,1,4.99
19307,20070323,552,645,1,2.99
19308,20070317,553,133,1,4.99
19309,20070320,553,367,2,2.99
19310,20070322,553,831,1,4.99
19311,20070323,553,416,2,0.99
19312,20070301,554,65,2,6.99
19313,20070301,554,37,1,7.99
19314,20070317,554,763,1,9.99
19315,20070317,554,875,2,0.99
19316,20070317,554,239,2,8.99
19317,20070317,554,387,1,0.99
19318,20070319,554,455,1,4.99
19319,20070320,554,690,2,2.99
19320,20070320,554,1,2,3.99
19321,20070321,554,427,1,0.99
19322,20070321,554,232,1,2.99
19323,20070323,554,456,2,4.99
19324,20070302,555,395,2,3.99
19325,20070302,555,103,1,4.99
19326,20070317,555,804,1,4.99
19327,20070317,555,232,2,2.99
19328,20070317,555,467,1,4.99
19329,20070317,555,828,2,2.99
19330,20070317,555,67,2,2.99
19331,20070318,555,875,1,2.99
19332,20070319,555,215,1,4.99
19333,20070322,555,503,1,6.99
19334,20070301,556,971,1,6.99
19335,20070302,556,738,1,1.99
19336,20070317,556,232,2,3.99
19337,20070317,556,103,2,4.99
19338,20070321,556,966,2,2.99
19339,20070323,556,220,1,2.99
19340,20070302,557,687,2,0.99
19341,20070318,557,970,1,1.99
19342,20070318,557,526,2,2.99
19343,20070320,557,829,1,2.99
19344,20070320,557,464,2,2.99
19345,20070322,557,896,2,0.99
19346,20070323,557,873,2,5.99
19347,20070323,557,163,2,0.99
19348,20070301,558,258,2,0.99
19349,20070302,558,722,1,0.99
19350,20070316,558,123,1,5.99
19351,20070317,558,285,1,6.99
19352,20070318,558,66,1,1.99
19353,20070320,558,961,1,5.99
19354,20070321,558,25,1,7.99
19355,20070321,558,518,2,5.99
19356,20070301,559,524,2,3.99
19357,20070301,559,460,1,8.99
19358,20070301,559,467,1,0.99
19359,20070302,559,291,1,1.99
19360,20070319,559,218,1,1.99
19361,20070319,559,628,1,6.99
19362,20070319,559,464,2,4.99
19363,20070320,559,870,1,5.99
19364,20070321,559,603,1,4.99
19365,20070321,559,593,2,4.99
19366,20070322,559,487,2,4.99
19367,20070323,559,501,2,4.99
19368,20070301,560,120,1,4.99
19369,20070301,560,615,2,4.99
19370,20070301,560,867,1,7.99
19371,20070302,560,329,2,7.99
19372,20070317,560,289,1,4.99
19373,20070320,560,530,1,5.99
19374,20070321,560,982,1,1.99
19375,20070321,560,565,1,4.99
19376,20070321,560,761,2,2.99
19377,20070321,560,432,1,2.99
19378,20070322,560,4,1,6.99
19379,20070301,561,22,1,2.99
19380,20070302,561,313,1,4.99
19381,20070302,561,72,2,2.99
19382,20070302,561,724,2,2.99
19383,20070318,561,467,2,2.99
19384,20070321,561,493,2,0.99
19385,20070323,561,688,2,0.99
19386,20070323,561,993,1,2.99
19387,20070301,562,533,1,6.99
19388,20070317,562,190,2,4.99
19389,20070318,562,460,1,5.99
19390,20070319,562,311,1,2.99
19391,20070319,562,879,2,10.99
19392,20070320,562,545,2,0.99
19393,20070322,562,471,2,2.99
19394,20070323,562,983,1,2.99
19395,20070323,562,247,1,1.99
19396,20070317,563,477,2,0.99
19397,20070317,563,963,1,1.99
19398,20070318,563,147,1,1.99
19399,20070319,563,619,2,2.99
19400,20070320,563,527,2,9.99
19401,20070321,563,588,2,4.99
19402,20070323,563,688,2,0.99
19403,20070323,563,737,2,3.99
19404,20070323,563,127,2,4.99
19405,20070301,564,285,1,1.99
19406,20070301,564,342,1,4.99
19407,20070301,564,962,1,2.99
19408,20070317,564,288,2,2.99
19409,20070318,564,806,2,6.99
19410,20070318,564,782,1,2.99
19411,20070319,564,948,2,0.99
19412,20070320,564,341,1,0.99
19413,20070320,564,358,2,0.99
19414,20070321,564,852,1,5.99
19415,20070321,564,306,1,0.99
19416,20070322,564,889,1,8.99
19417,20070301,565,350,1,10.99
19418,20070302,565,744,1,3.99
19419,20070302,565,159,2,6.99
19420,20070302,565,454,1,3.99
19421,20070316,565,334,2,4.99
19422,20070317,565,544,1,3.99
19423,20070317,565,480,2,2.99
19424,20070318,565,577,1,5.99
19425,20070319,565,556,2,4.99
19426,20070319,565,134,2,4.99
19427,20070319,565,191,1,0.99
19428,20070320,565,879,1,8.99
19429,20070323,565,458,2,2.99
19430,20070301,566,410,1,2.99
19431,20070301,566,692,2,6.99
19432,20070302,566,5,2,2.99
19433,20070317,566,301,2,0.99
19434,20070317,566,34,2,1.99
19435,20070318,566,670,1,8.99
19436,20070319,566,449,2,4.99
19437,20070320,566,100,1,4.99
19438,20070321,566,581,1,3.99
19439,20070321,566,373,2,2.99
19440,20070301,567,867,1,7.99
19441,20070317,567,900,1,2.99
19442,20070317,567,936,2,2.99
19443,20070319,567,333,2,2.99
19444,20070322,567,754,2,2.99
19445,20070322,567,683,2,5.99
19446,20070323,567,919,1,10.99
19447,20070301,568,789,1,2.99
19448,20070301,568,315,2,0.99
19449,20070301,568,650,2,0.99
19450,20070302,568,829,2,2.99
19451,20070320,568,127,2,4.99
19452,20070322,568,129,2,5.99
19453,20070322,568,162,2,2.99
19454,20070301,569,810,1,0.99
19455,20070302,569,314,2,1.99
19456,20070302,569,745,1,4.99
19457,20070302,569,411,1,6.99
19458,20070317,569,648,1,4.99
19459,20070317,569,502,1,2.99
19460,20070318,569,631,1,0.99
19461,20070318,569,582,2,3.99
19462,20070319,569,916,1,2.99
19463,20070319,569,596,1,7.99
19464,20070320,569,580,1,9.99
19465,20070321,569,293,2,4.99
19466,20070321,569,850,1,0.99
19467,20070322,569,551,2,8.99
19468,20070322,569,437,2,2.99
19469,20070323,569,890,2,0.99
19470,20070323,569,385,2,4.99
19471,20070302,570,34,2,3.99
19472,20070317,570,384,2,4.99
19473,20070321,570,760,1,3.99
19474,20070301,571,191,2,2.99
19475,20070302,571,937,2,2.99
